"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"1","AFG",578806.89,0.4,472246.2,0.9,472246.2,1658.64,1284.18,2938420.8,1242022.63,3731.93,2889.41,6611446.8,2794550.92,2025,1696398.17,"Afghanistan","South Asia","Low income"
"2","AGO",574550.4,0.4,454511.7,0.9,454511.7,5941.41,4328.49,4848124.8,5263594.81,13368.17,9739.1,10908280.8,11843088.32,2025,-415470.01,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",16255.5,0.4,14433.3,0.9,14433.3,38.71,23.82,269165.01,23771.9,87.11,53.6,605621.27,53486.77,2025,245393.11,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",52682.85,0.4,47009.7,0.9,47009.7,167.31,128.29,5954562,118479.68,376.44,288.66,13397764.5,266579.28,2025,5836082.32,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",370341.84,0.694444444444444,328275.9,0.9,328275.9,3521.44,2347.98,10628438.86,12365564.89,4563.78,3042.99,13774456.76,16025772.09,2025,-1737126.03,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",20510.34,0.444444444444444,18140.4,0.9,18140.4,78.4,58.82,214997.33,53291.55,158.75,119.11,435369.6,107915.38,2025,161705.78,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",166770.05,0.766666666666667,149397.3,0.9,149397.3,629.42,343.82,36270344.5,980020.94,738.88,403.61,42578230.5,1150459.36,2025,35290323.56,"Australia","East Asia & Pacific","High income"
"8","AUT",41363.92,0.4,37057.5,0.9,37057.5,91.67,48.8,4693950,135066.18,206.25,109.8,10561387.5,303898.91,2025,4558883.82,"Austria","Europe & Central Asia","High income"
"9","AZE",84935.72,0.4,73642.5,0.9,73642.5,204.35,138.8,785520,149646.22,459.8,312.29,1767420,336704,2025,635873.78,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",200400.63,0.4,161089.2,0.9,161089.2,2613.12,2170.22,1002332.8,2558357.04,5879.53,4883.01,2255248.8,5756303.34,2025,-1556024.24,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",66128.33,0.788888888888889,59258.7,0.9,59258.7,367.68,170.47,14803701.17,528661.85,419.47,194.48,16888729.5,603121.27,2025,14275039.32,"Belgium","Europe & Central Asia","High income"
