"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"1","AFG",589004.47,0.9,490241.7,0.9,490241.7,3934.36,3050.55,6863383.8,2946129.59,3934.36,3050.55,6863383.8,2946129.59,2030,3917254.21,"Afghanistan","South Asia","Low income"
"2","AGO",617503.91,0.9,505676.7,0.9,505676.7,15126.61,11051.82,12136240.8,13400920.35,15126.61,11051.82,12136240.8,13400920.35,2030,-1264679.55,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",15637.84,0.9,13933.8,0.9,13933.8,84.49,52.09,584662.25,51878.84,84.49,52.09,584662.25,51878.84,2030,532783.41,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",50597.47,0.9,45197.1,0.9,45197.1,364.01,279.48,12881173.5,257775.92,364.01,279.48,12881173.5,257775.92,2030,12623397.58,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",371116.96,0.9,329698.8,0.9,329698.8,4612.73,3086.38,13834161.65,16197654.86,4612.73,3086.38,13834161.65,16197654.86,2030,-2363493.21,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",19673.77,0.9,17469,0.9,17469,154.25,116.03,419256,104855.88,154.25,116.03,419256,104855.88,2030,314400.12,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",177774.28,0.9,159319.8,0.9,159319.8,791.09,434.76,45406143,1231752.3,791.09,434.76,45406143,1231752.3,2030,44174390.7,"Australia","East Asia & Pacific","High income"
"8","AUT",44628.85,0.9,40009.5,0.9,40009.5,224.11,119.72,11402707.5,330207.4,224.11,119.72,11402707.5,330207.4,2030,11072500.1,"Austria","Europe & Central Asia","High income"
"9","AZE",80210.02,0.9,70314.3,0.9,70314.3,442.21,300.82,1687543.2,323821.2,442.21,300.82,1687543.2,323821.2,2030,1363722,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",215191.13,0.9,177888.6,0.9,177888.6,6600.59,5490.42,2490440.4,6462253.66,6600.59,5490.42,2490440.4,6462253.66,2030,-3971813.26,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",63591.88,0.9,57007.8,0.9,57007.8,405.7,189.04,16247223,583328.67,405.7,189.04,16247223,583328.67,2030,15663894.33,"Belgium","Europe & Central Asia","High income"
"12","BEN",204181.43,0.9,163504.8,0.9,163504.8,1777.41,1305.8,2289067.2,1040593.32,1777.41,1305.8,2289067.2,1040593.32,2030,1248473.88,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",371677.17,0.9,297776.7,0.9,297776.7,3733.96,3083.05,4168873.8,2072965.52,3733.96,3083.05,4168873.8,2072965.52,2030,2095908.28,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1449723.99,0.9,1253179.8,0.9,1253179.8,10976.12,7756.53,17544517.2,7971542.84,10976.12,7756.53,17544517.2,7971542.84,2030,9572974.36,"Bangladesh","South Asia","Lower middle income"
"15","BGR",30515.2,0.9,27207,0.9,27207,410.76,233.73,1141605.72,264456.56,410.76,233.73,1141605.72,264456.56,2030,877149.16,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",10915.25,0.9,9744.3,0.9,9744.3,47.26,31.34,2777125.5,37447.66,47.26,31.34,2777125.5,37447.66,2030,2739677.84,"Bahrain","Middle East & North Africa","High income"
