"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"1","AFG",583909.27,0.7,482330.7,0.9,482330.7,2992.95,2319.29,5252045.4,2241185.74,3848.08,2981.95,6752629.8,2881524.53,2028,3010859.66,"Afghanistan","South Asia","Low income"
"2","AGO",598593.27,0.7,484702.2,0.9,484702.2,11202.32,8175.55,9047774.4,9924322.12,14402.98,10511.42,11632852.8,12759842.73,2028,-876547.719999999,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",15878.83,0.7,14132.7,0.9,14132.7,66.54,41,461228.52,40861.17,85.56,52.71,593008.09,52535.79,2028,420367.35,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",51854.47,0.7,46302.3,0.9,46302.3,289.39,222.08,10263676.5,204936.35,372.08,285.53,13196155.5,263489.59,2028,10058740.15,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",371564.87,0.817777777777778,329796.9,0.9,329796.9,4182.73,2795.17,12574040.19,14687707.24,4603.28,3076.2,13838277.92,16164460.41,2028,-2113667.05,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",20162.61,0.717777777777778,17877.6,0.9,17877.6,125.48,94.3,342190.51,85299.85,157.34,118.24,429062.4,106954.92,2028,256890.66,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",174429.66,0.846666666666667,156333.6,0.9,156333.6,729.19,399.91,41914775.2,1135364.71,775.12,425.1,44555076,1206883.74,2028,40779410.49,"Australia","East Asia & Pacific","High income"
"8","AUT",43407.92,0.7,38905.2,0.9,38905.2,169.11,90.23,8623986,249170.38,217.42,116.01,11087982,320361.91,2028,8374815.62,"Austria","Europe & Central Asia","High income"
"9","AZE",83120.27,0.7,72579.6,0.9,72579.6,354.01,240.68,1354819.2,259240.46,455.16,309.45,1741910.4,333309.17,2028,1095578.74,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",209611.39,0.7,171657,0.9,171657,4922.08,4091.69,1869154,4818927.22,6328.39,5260.75,2403198,6195763.56,2028,-2949773.22,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",64760.05,0.855555555555556,58034.7,0.9,58034.7,391.85,182.26,15723104.83,563407.45,412.2,191.73,16539889.5,592675.37,2028,15159697.38,"Belgium","Europe & Central Asia","High income"
"12","BEN",197660.07,0.7,157362.3,0.9,157362.3,1323.56,971.9,1713500.6,774885.08,1701.72,1249.58,2203072.2,996280.82,2028,938615.52,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",360498.53,0.7,286280.1,0.9,286280.1,2778.69,2293.18,3117272.2,1542631.74,3572.6,2948.37,4007921.4,1983383.66,2028,1574640.46,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1466378.81,0.7,1261990.8,0.9,1261990.8,8569.18,6051.81,13741677.6,6223475.07,11017.52,7780.9,17667871.2,8001610.81,2028,7518202.53,"Bangladesh","South Asia","Lower middle income"
"15","BGR",31322.8,0.706666666666667,27948.6,0.9,27948.6,330.59,187.73,920804.93,212841.07,421.04,239.09,1172723.26,271071.17,2028,707963.86,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",10705.75,0.7,9554.4,0.9,9554.4,36.01,23.88,2117892,28530.55,46.3,30.7,2723004,36682.13,2028,2089361.45,"Bahrain","Middle East & North Africa","High income"
"17","BHS",2642.92,0.7,2339.1,0.9,2339.1,29.68,21.77,518500.5,25780.93,38.16,27.99,666643.5,33146.91,2028,492719.57,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",14026.61,0.7,12545.1,0.9,12545.1,98.59,55.61,409416.31,61487.65,126.76,71.49,526392.4,79055.55,2028,347928.66,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",56892.68,0.7,50972.4,0.9,50972.4,375.98,176.37,1663512.59,954920.45,483.4,226.76,2138801.9,1227754.86,2028,708592.14,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",3943.18,0.708888888888889,3488.4,0.9,3488.4,58.13,56.79,115291.53,48200.81,73.81,72.1,146373.26,61195.38,2028,67090.72,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",119516.36,0.78,102482.1,0.9,102482.1,2328.91,1627.09,2131627.68,1470837.02,2687.2,1877.41,2459570.4,1697119.64,2028,660790.66,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1446574.78,0.848888888888889,1280485.8,0.9,1280485.8,16074.92,9724.14,50677897.17,17984381.91,17042.78,10309.62,53729184.17,19067211.19,2028,32693515.26,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1505.24,0.762222222222222,1335.6,0.9,1335.6,20.7,14.13,322374.27,14787.47,24.44,16.68,380646,17460.42,2028,307586.8,"Barbados","Latin America & Caribbean","High income"
"24","BRN",3254.26,0.897777777777778,2898,0.9,2898,40.64,13.37,823890.67,45383.27,40.74,13.4,825930,45495.61,2028,778507.4,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",6407.56,0.895555555555556,5560.2,0.9,5560.2,65.66,44.45,132785.81,45924.22,65.99,44.67,133444.8,46152.13,2028,86861.59,"Bhutan","South Asia","Lower middle income"
"26","BWA",28327.44,0.748888888888889,24142.5,0.9,24142.5,576.43,390.4,842932.11,429292.5,692.75,469.18,1013019.3,515915.32,2028,413639.61,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",79988.72,0.7,62027.1,0.9,62027.1,691.91,569.17,675406.2,549723.53,889.6,731.8,868379.4,706787.39,2028,125682.67,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",201179.49,0.893333333333333,180015.3,0.9,180015.3,918.82,539.43,50924328.2,1781785.33,925.68,543.46,51304360.5,1795082.24,2028,49142542.87,"Canada","North America","High income"
"29","CHE",44771.48,0.857777777777778,40105.8,0.9,40105.8,149.84,82.9,10893923.6,193824.28,157.21,86.98,11430153,203364.85,2028,10700099.32,"Switzerland","Europe & Central Asia","High income"
"30","CHL",117754.37,0.826666666666667,105075,0.9,105075,1234.89,863.16,4049699.47,1153060.68,1344.43,939.73,4408947,1255348.32,2028,2896638.79,"Chile","Latin America & Caribbean","High income"
"31","CHN",8144393.04,0.7,7227900,0.9,7227900,49921.25,32329.12,235886532,36078564.96,64184.46,41566.02,303282684,46386726.37,2028,199807967.04,"China","East Asia & Pacific","Upper middle income"
"32","CIV",422665.3,0.791111111111111,343866.6,0.9,343866.6,7164.19,5622.91,7254311.68,4405374.17,8150.27,6396.85,8252798.4,5011731.85,2028,2848937.51,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",426462.4,0.711111111111111,346076.1,0.9,346076.1,6187.68,4589.96,6562628.27,3662098.38,7831.28,5809.17,8305826.4,4634843.26,2028,2900529.89,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1628856.95,0.7,1297866.6,0.9,1297866.6,24293.93,19335.89,14132325.2,21545414.74,31235.05,24860.43,18170132.4,27701247.52,2028,-7413089.54,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",83431.79,0.7,70723.8,0.9,70723.8,1019.09,704.42,1320177.6,377562.81,1310.26,905.69,1697371.2,485437.9,2028,942614.79,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",364695.46,0.724444444444445,322705.8,0.9,322705.8,4254.63,2951.42,10899456.12,3903726.03,5285.65,3666.64,13540735.37,4849720.99,2028,6995730.09,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",12438.74,0.7,10313.1,0.9,10313.1,334.75,259.92,112298.2,198913.72,430.39,334.19,144383.4,255746.21,2028,-86615.52,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5246.46,0.7,4615.2,0.9,4615.2,59.3,53.67,150619.62,33179.23,76.24,69,193653.79,42659,2028,117440.39,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35002.21,0.831111111111111,31195.8,0.9,31195.8,266.82,243.8,1208782.56,245801.37,288.93,264.01,1308975.77,266175.28,2028,962981.19,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6710.09,0.7,6020.1,0.9,6020.1,25.24,33.05,1334455.5,20190.91,32.45,42.49,1715728.5,25959.74,2028,1314264.59,"Cyprus","Europe & Central Asia","High income"
"41","CZE",55255.04,0.7,49555.8,0.9,49555.8,335.16,206.83,10984869,486886.46,430.92,265.92,14123403,625996.88,2028,10497982.54,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",393462.39,0.804444444444444,352659.6,0.9,352659.6,2099.97,1083.61,89836767.73,3077717.81,2349.42,1212.33,100507986,3443303.08,2028,86759049.92,"Germany","Europe & Central Asia","High income"
"43","DJI",10644.31,0.7,8821.8,0.9,8821.8,82.82,65.83,164673.6,51443.77,106.49,84.64,211723.2,66141.99,2028,113229.83,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",29994.36,0.877777777777778,26883.9,0.9,26883.9,229.6,111.52,7472728.5,325757.93,235.41,114.34,7661911.5,334004.96,2028,7146970.57,"Denmark","Europe & Central Asia","High income"
"45","DOM",100810.07,0.717777777777778,87757.2,0.9,87757.2,1534.25,1264.23,2936741.61,1347119.4,1923.75,1585.18,3682292.11,1689112.56,2028,1589622.21,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",500682.3,0.7,438446.7,0.9,438446.7,3016.09,1987.67,14308951.64,1723484.04,3877.82,2555.58,18397223.53,2215908.05,2028,12585467.6,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",163266.31,0.706666666666667,144417.6,0.9,144417.6,2376.52,1680.58,4758035.74,1466587.95,3026.7,2140.36,6059762.5,1867824.27,2028,3291447.79,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1266113.9,0.7,1110765.6,0.9,1110765.6,3150.76,2397.91,36250452.45,3942370.44,4050.98,3083.02,46607724.58,5068762,2028,32308082.01,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",203735.33,0.871111111111111,182688.3,0.9,182688.3,901.74,456.65,50394905.87,1222508.01,931.65,471.79,52066165.5,1263050.37,2028,49172397.86,"Spain","Europe & Central Asia","High income"
"50","EST",6936.5,0.826666666666667,6210.9,0.9,6210.9,96.59,34.42,1625875.6,84181.95,105.16,37.48,1770106.5,91649.71,2028,1541693.65,"Estonia","Europe & Central Asia","High income"
"51","ETH",1699363.26,0.866666666666667,1419618.6,0.9,1419618.6,24666.33,19942.32,19138561.87,27535656.02,25615.03,20709.34,19874660.4,28594719.71,2028,-8397094.15,"Ethiopia","Sub-Saharan Africa","Low income"
