"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"1","AFG",578152.48,0,465273,0.9,465273,0,0,0,0,3639.22,2815.12,6513822,2725125.4,2022,0,"Afghanistan","South Asia","Low income"
"2","AGO",545561.66,0,418599,0.9,418599,0,0,0,0,12181.87,8858.7,10046376,10792124.89,2022,0,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",15146.54,0,13406.4,0.9,13406.4,0,0,0,0,80.64,49.56,562532.54,49519.13,2022,0,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",48679.96,0,43407,0.9,43407,0,0,0,0,346.32,265.34,12370995,245246.6,2022,0,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",363663.03,0.53,321854.4,0.9,321854.4,2623.5,1744.61,7952950.7,9212440.34,4455,2962.54,13505010.62,15643766.61,2022,-1259489.64,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",19759.35,0.08,17424,0.9,17424,13.47,10.08,37171.2,9153.79,151.49,113.45,418176,102980.19,2022,28017.41,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",162890.97,0.66,145803.6,0.9,145803.6,527.3,286.56,30472952.4,821025.2,719.05,390.77,41554026,1119579.81,2022,29651927.2,"Australia","East Asia & Pacific","High income"
"8","AUT",41090.75,0,36819,0.9,36819,0,0,0,0,203.89,108.21,10493415,300417.91,2022,0,"Austria","Europe & Central Asia","High income"
"9","AZE",74549.31,0,64093.5,0.9,64093.5,0,0,0,0,398.32,270.26,1538244,291687.95,2022,0,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",186019.67,0,145940.4,0.9,145940.4,0,0,0,0,5271.93,4374.24,2043165.6,5161439.83,2022,0,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",66313.06,0.7,59382.9,0.9,59382.9,325.61,150.34,13163209.5,468164.01,418.64,193.29,16924126.5,601925.16,2022,12695045.49,"Belgium","Europe & Central Asia","High income"
"12","BEN",177294.7,0,138547.8,0.9,138547.8,0,0,0,0,1474.55,1081.23,1939669.2,863282.87,2022,0,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",329981.84,0,252558,0.9,252558,0,0,0,0,3105.31,2558.99,3535812,1723960.37,2022,0,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1542105.68,0,1304685.9,0.9,1304685.9,0,0,0,0,11260.65,7933.37,18265602.6,8178182.21,2022,0,"Bangladesh","South Asia","Lower middle income"
"15","BGR",35951.36,0.03,31940.1,0.9,31940.1,15.92,8.96,44673.55,10246.83,477.47,268.84,1340206.6,307404.92,2022,34426.72,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",9883.53,0,8801.1,0.9,8801.1,0,0,0,0,42.52,28.18,2508313.5,33685.21,2022,0,"Bahrain","Middle East & North Africa","High income"
"17","BHS",2974.85,0,2631.6,0.9,2631.6,0,0,0,0,42.3,31.05,750006,36746.88,2022,0,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",17473.53,0,15600.6,0.9,15600.6,0,0,0,0,157.07,87.83,654601.18,97954.97,2022,0,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",52208.92,0,46648.8,0.9,46648.8,0,0,0,0,438.91,204.85,1957383.65,1114737.83,2022,0,"Belarus","Europe & Central Asia","Upper middle income"
