"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"1","AFG",589004.47,0,490241.7,0.9,490241.7,0,0,0,0,3934.36,3050.55,6863383.8,2946129.59,2030,0,"Afghanistan","South Asia","Low income"
"2","AGO",617503.91,0,505676.7,0.9,505676.7,0,0,0,0,15126.61,11051.82,12136240.8,13400920.35,2030,0,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",15637.84,0,13933.8,0.9,13933.8,0,0,0,0,84.49,52.09,584662.25,51878.84,2030,0,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",50597.47,0,45197.1,0.9,45197.1,0,0,0,0,364.01,279.48,12881173.5,257775.92,2030,0,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",371116.96,0.53,329698.8,0.9,329698.8,2716.39,1817.54,8146784.08,9538618.97,4612.73,3086.38,13834161.65,16197654.86,2030,-1391834.89,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",19673.77,0.08,17469,0.9,17469,13.71,10.31,37267.2,9320.52,154.25,116.03,419256,104855.88,2030,27946.68,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",177774.28,0.66,159319.8,0.9,159319.8,580.13,318.82,33297838.2,903285.02,791.09,434.76,45406143,1231752.3,2030,32394553.18,"Australia","East Asia & Pacific","High income"
"8","AUT",44628.85,0,40009.5,0.9,40009.5,0,0,0,0,224.11,119.72,11402707.5,330207.4,2030,0,"Austria","Europe & Central Asia","High income"
"9","AZE",80210.02,0,70314.3,0.9,70314.3,0,0,0,0,442.21,300.82,1687543.2,323821.2,2030,0,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",215191.13,0,177888.6,0.9,177888.6,0,0,0,0,6600.59,5490.42,2490440.4,6462253.66,2030,0,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",63591.88,0.7,57007.8,0.9,57007.8,315.55,147.03,12636729,453700.08,405.7,189.04,16247223,583328.67,2030,12183028.92,"Belgium","Europe & Central Asia","High income"
"12","BEN",204181.43,0,163504.8,0.9,163504.8,0,0,0,0,1777.41,1305.8,2289067.2,1040593.32,2030,0,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",371677.17,0,297776.7,0.9,297776.7,0,0,0,0,3733.96,3083.05,4168873.8,2072965.52,2030,0,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1449723.99,0,1253179.8,0.9,1253179.8,0,0,0,0,10976.12,7756.53,17544517.2,7971542.84,2030,0,"Bangladesh","South Asia","Lower middle income"
"15","BGR",30515.2,0.03,27207,0.9,27207,13.69,7.79,38053.52,8815.22,410.76,233.73,1141605.72,264456.56,2030,29238.3,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",10915.25,0,9744.3,0.9,9744.3,0,0,0,0,47.26,31.34,2777125.5,37447.66,2030,0,"Bahrain","Middle East & North Africa","High income"
"17","BHS",2711.55,0,2401.2,0.9,2401.2,0,0,0,0,39.35,28.85,684342,34180.79,2030,0,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",12776.12,0,11429.1,0.9,11429.1,0,0,0,0,115.61,65.35,479565.04,72098.09,2030,0,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",53971.52,0,48376.8,0.9,48376.8,0,0,0,0,459.83,215.97,2029890.53,1167874.84,2030,0,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",3956.57,0.04,3505.5,0.9,3505.5,3.31,3.24,6537.37,2747.63,74.56,72.85,147090.78,61821.74,2030,3789.74,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",118695.67,0.36,102116.7,0.9,102116.7,1074.75,753.9,980320.32,678764.58,2686.87,1884.75,2450800.8,1696911.44,2030,301555.74,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1440815.85,0.67,1276542.9,0.9,1276542.9,12693.81,7685.37,39875228.73,14201647.48,17051.38,10323.63,53563740.08,19076839.9,2030,25673581.25,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1503.6,0.28,1334.7,0.9,1334.7,7.63,5.21,118343.4,5450.99,24.52,16.74,380389.5,17521.03,2030,112892.41,"Barbados","Latin America & Caribbean","High income"
"24","BRN",3084.43,0.89,2745.9,0.9,2745.9,38.22,12.58,773886.15,42682.19,38.65,12.73,782581.5,43161.76,2030,731203.96,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",6511.09,0.88,5668.2,0.9,5668.2,65.97,44.69,133013.76,46142.12,67.47,45.71,136036.8,47190.81,2030,86871.64,"Bhutan","South Asia","Lower middle income"
"26","BWA",28262.61,0.22,24119.1,0.9,24119.1,170.43,115.63,247386.93,126928.53,697.23,473.04,1012037.44,519253.08,2030,120458.4,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",80113.52,0,62685,0.9,62685,0,0,0,0,905.63,745.44,877590,719528.23,2030,0,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",200705.16,0.87,179667.9,0.9,179667.9,894.75,526.16,49498506.45,1735099.93,925.6,544.3,51205351.5,1794930.96,2030,47763406.52,"Canada","North America","High income"
"29","CHE",45335.37,0.71,40618.8,0.9,40618.8,125.9,69.75,9132460.2,162860.76,159.59,88.41,11576358,206443.22,2030,8969599.44,"Switzerland","Europe & Central Asia","High income"
"30","CHL",112550.54,0.57,100422.9,0.9,100422.9,816.3,571.15,2668705.09,762213.87,1288.9,901.82,4213744.88,1203495.58,2030,1906491.22,"Chile","Latin America & Caribbean","High income"
"31","CHN",8003640.49,0,7116246,0.9,7116246,0,0,0,0,63319.41,41039.14,298597682.16,45761545.62,2030,0,"China","East Asia & Pacific","Upper middle income"
"32","CIV",439108.79,0.41,359555.4,0.9,359555.4,3915.59,3075.65,3931139.04,2407760.79,8595.2,6751.43,8629329.6,5285328.56,2030,1523378.25,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",435230,0.05,356451.3,0.9,356451.3,450.51,334.44,475268.4,266630.85,8109.25,6019.95,8554831.2,4799355.23,2030,208637.55,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1689725.9,0,1357643.7,0.9,1357643.7,0,0,0,0,32878.68,26185.74,19007011.8,29158922.26,2030,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",84654.66,0,71974.8,0.9,71974.8,0,0,0,0,1345.41,931.29,1727395.2,498460.52,2030,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",366014.91,0.11,324233.1,0.9,324233.1,651.36,452.31,1662811.44,597641.15,5329.33,3700.72,13604820.88,4889791.22,2030,1065170.29,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",12615.32,0,10514.7,0.9,10514.7,0,0,0,0,441.44,343.1,147205.8,262312.41,2030,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5169.94,0,4560.3,0.9,4560.3,0,0,0,0,75.51,68.37,191350.19,42252.76,2030,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",34449.12,0.59,30720.6,0.9,30720.6,186.9,171.09,845034.96,172177.01,285.1,260.98,1289036.38,262642.9,2030,672857.95,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6559.52,0,5886,0.9,5886,0,0,0,0,31.79,41.74,1677510,25429.06,2030,0,"Cyprus","Europe & Central Asia","High income"
"41","CZE",55741.55,0,50005.8,0.9,50005.8,0,0,0,0,435.86,269.41,14251653,633175.1,2030,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",406460.06,0.47,364349.7,0.9,364349.7,1269.79,656.32,54227380.35,1861004.75,2431.52,1256.79,103839664.5,3563626.12,2030,52366375.6,"Germany","Europe & Central Asia","High income"
"43","DJI",10422.82,0,8682.3,0.9,8682.3,0,0,0,0,105.55,83.97,208375.2,65558.83,2030,0,"Djibouti","Middle East & North Africa","Lower middle income"
