"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"1","AFG",581691.17,0,478617.3,0.9,478617.3,0,0,0,0,3806.83,2949.12,6700642.2,2850631.58,2027,0,"Afghanistan","South Asia","Low income"
"2","AGO",590215.86,0,474531.3,0.9,474531.3,0,0,0,0,14053,10250.11,11388751.2,12449792.84,2027,0,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",16010.55,0,14238.9,0.9,14238.9,0,0,0,0,86.12,53.04,597464.24,52881.7,2027,0,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",52373.97,0,46755.9,0.9,46755.9,0,0,0,0,375.29,287.93,13325431.5,265765.23,2027,0,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",371488.03,0.53,329559.3,0.9,329559.3,2705.53,1806.76,8143337.07,9500482.12,4594.29,3068.08,13828308.23,16132894.16,2027,-1357145.05,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",20339.63,0.08,18020.7,0.9,18020.7,14.07,10.57,38444.16,9566.21,158.32,118.92,432496.8,107619.88,2027,28877.95,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",172196.61,0.66,154298.7,0.9,154298.7,560.58,307.08,32248428.3,872837.57,764.43,418.74,43975129.5,1190233.05,2027,31375590.73,"Australia","East Asia & Pacific","High income"
"8","AUT",42696.69,0,38286,0.9,38286,0,0,0,0,213.7,113.95,10911510,314872.01,2027,0,"Austria","Europe & Central Asia","High income"
"9","AZE",84214.7,0,73374.3,0.9,73374.3,0,0,0,0,459.48,312.28,1760983.2,336469.91,2027,0,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",206688.74,0,168335.1,0.9,168335.1,0,0,0,0,6185.3,5140.18,2356691.4,6055667.01,2027,0,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",65282.79,0.7,58501.8,0.9,58501.8,322.84,150.02,12967899,464190.9,415.08,192.88,16673013,596816.87,2027,12503708.1,"Belgium","Europe & Central Asia","High income"
"12","BEN",194438.79,0,154328.4,0.9,154328.4,0,0,0,0,1664.53,1221.98,2160597.6,974509.09,2027,0,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",354999.72,0,280575.9,0.9,280575.9,0,0,0,0,3493.07,2882.03,3928062.6,1939235.09,2027,0,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1476865.2,0,1268046,0.9,1268046,0,0,0,0,11051.5,7802.2,17752644,8026283.7,2027,0,"Bangladesh","South Asia","Lower middle income"
"15","BGR",31752.06,0.03,28303.2,0.9,28303.2,14.2,8.05,39586.74,9139.6,425.88,241.56,1187602.27,274188,2027,30447.14,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",10641.08,0,9494.1,0.9,9494.1,0,0,0,0,45.98,30.49,2705818.5,36432.49,2027,0,"Bahrain","Middle East & North Africa","High income"
"17","BHS",2608.13,0,2307.6,0.9,2307.6,0,0,0,0,37.56,27.55,657666,32625.87,2027,0,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",14666.62,0,13114.8,0.9,13114.8,0,0,0,0,132.44,74.61,550297.01,82600.19,2027,0,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",58157.02,0,52091.1,0.9,52091.1,0,0,0,0,493.42,231.29,2185742.56,1253198.45,2027,0,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",3932.73,0.04,3476.7,0.9,3476.7,3.26,3.18,6483.66,2703.08,73.35,71.65,145882.33,60819.41,2027,3780.58,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",120040.97,0.36,102705.3,0.9,102705.3,1075.29,749.61,985970.88,679104.62,2688.21,1874.04,2464927.2,1697761.56,2027,306866.26,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1448482.42,0.67,1281295.8,0.9,1281295.8,12670.89,7661.23,40023694.54,14176005.39,17020.6,10291.21,53763171.77,19042395.3,2027,25847689.15,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1508.57,0.28,1338.3,0.9,1338.3,7.6,5.19,118662.6,5430.93,24.43,16.67,381415.5,17456.55,2027,113231.67,"Barbados","Latin America & Caribbean","High income"
"24","BRN",3336.68,0.89,2971.8,0.9,2971.8,41.29,13.58,837552.3,46106.53,41.75,13.73,846963,46624.58,2027,791445.77,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",6352.23,0.88,5500.8,0.9,5500.8,63.73,43.12,129085.44,44575.07,65.18,44.1,132019.2,45588.14,2027,84510.37,"Bhutan","South Asia","Lower middle income"
"26","BWA",28325.65,0.22,24111,0.9,24111,168.48,114,247303.85,125471.55,689.22,466.37,1011697.56,513292.69,2027,121832.3,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",80147.57,0,61813.8,0.9,61813.8,0,0,0,0,883.3,726.39,865393.2,701784.86,2027,0,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",200055.93,0.87,179035.2,0.9,179035.2,889.06,521.48,49324197.6,1724083.18,919.72,539.46,51025032,1783534.33,2027,47600114.42,"Canada","North America","High income"
"29","CHE",44214.06,0.71,39616.2,0.9,39616.2,122.35,67.65,8907042.3,158272.01,155.1,85.75,11290617,200626.49,2027,8748770.29,"Switzerland","Europe & Central Asia","High income"
"30","CHL",120496.35,0.57,107471.7,0.9,107471.7,869.43,607.38,2856024.6,811822.3,1372.79,959.02,4509512.53,1281824.69,2027,2044202.3,"Chile","Latin America & Caribbean","High income"
"31","CHN",8198338.32,0,7268026.5,0.9,7268026.5,0,0,0,0,64471.71,41733.76,304966391.94,46594326.33,2027,0,"China","East Asia & Pacific","Upper middle income"
"32","CIV",414432.86,0.41,336043.8,0.9,336043.8,3612.78,2834.39,3674078.88,2221554.78,7930.48,6221.84,8065051.2,4876583.67,2027,1452524.1,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",422114.33,0.05,340822.8,0.9,340822.8,427.33,316.87,454430.4,252910.45,7691.96,5703.63,8179747.2,4552388.12,2027,201519.95,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1598722.12,0,1268028.9,0.9,1268028.9,0,0,0,0,30423.76,24206.7,17752404.6,26981743.77,2027,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",82842.27,0,70098.3,0.9,70098.3,0,0,0,0,1292.75,892.93,1682359.2,478950.19,2027,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",363810.87,0.11,321690.6,0.9,321690.6,642.77,445.63,1649772.37,589761.86,5259.06,3646.1,13498137.58,4825324.27,2027,1060010.51,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",12342.9,0,10206,0.9,10206,0,0,0,0,424.62,329.54,142884,252316.52,2027,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5294.97,0,4652.1,0.9,4652.1,0,0,0,0,76.75,69.46,195202.12,42947.22,2027,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35225.91,0.59,31384.8,0.9,31384.8,190.35,173.75,863305.18,175358.36,290.37,265.05,1316906.21,267495.81,2027,687946.82,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6745.17,0,6050.7,0.9,6050.7,0,0,0,0,32.58,42.6,1724449.5,26065.39,2027,0,"Cyprus","Europe & Central Asia","High income"
"41","CZE",54768.21,0,49130.1,0.9,49130.1,0,0,0,0,426.67,263.06,14002078.5,619826.56,2027,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",386034.78,0.47,345933,0.9,345933,1202.4,619.88,51486361.5,1762233.94,2302.47,1187,98590905,3374490.52,2027,49724127.56,"Germany","Europe & Central Asia","High income"
"43","DJI",10736.81,0,8871.3,0.9,8871.3,0,0,0,0,106.71,84.77,212911.2,66278.35,2027,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",29558.14,0.8,26489.7,0.9,26489.7,205.95,99.89,6710724,292200.99,231.69,112.38,7549564.5,328726.11,2027,6418523.01,"Denmark","Europe & Central Asia","High income"
"45","DOM",100784.86,0.08,87717.6,0.9,87717.6,170.44,140.38,327167.16,149649.45,1917.42,1579.26,3680630.5,1683556.26,2027,177517.71,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",491893.32,0,430528.5,0.9,430528.5,0,0,0,0,3800.99,2504.31,18064975.86,2172005.23,2027,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",162242.31,0.03,143401.5,0.9,143401.5,99.95,70.64,200570.9,61681.79,2998.55,2119.33,6017126.94,1850453.68,2027,138889.11,"Ecuador","Latin America & Caribbean","Upper middle income"
