Symbol,Name,Exchange,Sector,Price,PricetoEarnings,DividendYield,EarningsperShare,FiftytwoWeekHigh,FiftytwoWeekLow,MarketCap_000s,EBITDA,PricetoSales,PricetoBook
SEE,Sealed Air,NYSE,Materials,42.62,21.31,1.44,2.46,50.62,41.22,8001938,969700000,2.4700067,10.55
SRE,Sempra Energy,NYSE,Utilities,103.36,19.14,3.16,5.45,122.975,100.63,26163862,3763000000,3.15303,1.98
SHW,Sherwin-Williams,NYSE,Materials,387.65,26.75,0.84,18.61,435.15,302.0101,37730995,2160668000,2.5276077,13.42
SIG,Signet Jewelers,NYSE,Consumer_Discretionary,49.38,6.65,2.47,7.03,77.94,46.09,3034276,852700000,0.7564699,1.38
SPG,Simon Property Group Inc,NYSE,Real_Estate,152.18,13.56,5.04,6.25,187.35,150.15,48139840,4411515000,8.754495,13.24
SLG,SL Green Realty,NYSE,Real_Estate,90.61,14.07,3.5,0.88,115.34,91.2,8617714,795889000,6.5820084,1.32
SNA,Snap-On Inc.,NYSE,Consumer_Discretionary,156.72,15.81,1.97,9.2,185.47,140.83,9499108,982200000,3.5114813,3.21
SO,Southern Co.,NYSE,Utilities,43.4,15.78,5.35,2.53,53.51,42.63,43497224,6012000000,2.5080602,1.82
LUV,Southwest Airlines,NYSE,Industrials,55.63,15.89,0.86,5.82,66.985,49.76,34351212,4533000000,1.6294897,3.84
SWK,Stanley Black & Decker,NYSE,Consumer_Discretionary,152.86,20.57,1.58,8.05,176.62,121.09,24496400,2264600000,1.944325,3.34
STT,State Street Corp.,NYSE,Financials,98.54,15.35,1.62,5.23,114.27,75.27,38059113,0,3.263072,1.95
SYK,Stryker Corp.,NYSE,Health_Care,148.01,23.46,1.22,2.68,170,122.01,57509097,2863000000,4.635566,5.54
STI,SunTrust Banks,NYSE,Financials,65.8,16.25,2.32,4.48,72.06,51.96,32498948,0,3.3089445,1.38
SYF,Synchrony Financial,NYSE,Financials,34.98,13.35,1.6,2.41,40.59,26.01,28893750,0,2.1096623,1.97
SYY,Sysco Corp.,NYSE,Consumer_Staples,57,22.98,2.46,2.08,64.27,48.85,30445321,2988725000,0.7295535,13.4
TGT,Target Corp.,NYSE,Consumer_Discretionary,71.11,14.19,3.39,4.71,78.7,48.56,39816697,7105000000,0.8047394,3.45
TEL,TE Connectivity Ltd.,NYSE,Information_Technology,95.27,19.72,1.61,4.71,108.23,71.93,34983666,2797000000,2.5734365,3.6
FTI,TechnipFMC,NYSE,Energy,29.1,18.77,1.71,0,35,24.53,14163064,540167833.4,1.561575,1.06
TXT,Textron Inc.,NYSE,Industrials,55.54,22.13,0.14,1.14,62.19,45,15254672,1454000000,1.0645695,2.57
BK,The Bank of New York Mellon Corp.,NYSE,Financials,53.29,14.76,1.73,3.73,58.99,44.91,56083905,0,3.3834257,1.49
CLX,The Clorox Company,NYSE,Consumer_Staples,127.76,23.44,2.63,5.33,150.4,124.09,16540418,1295000000,2.798683,21.62
COO,The Cooper Companies,NYSE,Health_Care,223.17,22.96,0.03,7.52,256.39,187.02,11297958,615700000,6.8538465,3.57
HSY,The Hershey Company,NYSE,Consumer_Staples,97.65,20.51,2.65,3.66,116.49,98.851,20867272,1404123000,2.8396711,25.64
MOS,The Mosaic Company,NYSE,Materials,24.13,23.66,0.4,0.85,34.36,19.23,9726962,1165100000,1.8161958,0.94
TRV,The Travelers Companies Inc.,NYSE,Financials,135.01,16.48,2.03,7.31,150.55,113.76,38903132,0,1.33382,1.63
DIS,The Walt Disney Company,NYSE,Consumer_Discretionary,101.35,17.78,1.6,5.7,116.1,96.2,157817273,12544000000,3.9635563,3.82
TMO,Thermo Fisher Scientific,NYSE,Health_Care,198.73,21.84,0.33,5.6,226.44,151.69,83226586,4751300000,4.015666,3.38
TIF,Tiffany & Co.,NYSE,Consumer_Discretionary,99.62,27,1.94,3.55,111.44,77.93,12810515,949500000,4.516748,3.97
TWX,Time Warner Inc.,NYSE,Consumer_Discretionary,93.02,15.35,1.69,6.62,103.9,85.88,74185800,7671000000,2.3735986,2.73
TJX,TJX Companies Inc.,NYSE,Consumer_Discretionary,74.36,21.01,1.64,3.46,81.46,66.44,48181451,4600216000,1.9293598,10.35
TMK,Torchmark Corp.,NYSE,Financials,80.52,17.02,0.72,4.5,93.595,73.53,9614412,0,3.1079664,1.88
TSS,Total System Services,NYSE,Information_Technology,81.17,25.85,0.61,3.16,89.92,50.96,15694951,1097534000,3.175548,6.57
TDG,TransDigm Group,NYSE,Industrials,283,23.76,0,7.92,321.38,203.72,15241204,1635916000,4.268832,
TSN,Tyson Foods,NYSE,Consumer_Staples,73.92,13.92,1.64,4.79,84.65,57.2,26957527,2521000000,0.93730986,2.55
USB,U.S. Bancorp,NYSE,Financials,52.65,15.35,2.19,3.52,58.5,49.535,90940116,0,3.7773547,2.09
UDR,UDR Inc,NYSE,Real_Estate,32.92,17.79,3.67,1.08,40.71,33.31,9050154,665141000,12.365829,3.27
UA,Under Armour Class C,NYSE,Consumer_Discretionary,11.95,29.15,0,0.45,21.805,10.36,5366629,399277000,1.4738787,2.5
UNP,Union Pacific,NYSE,Industrials,124.86,22.06,2.06,13.52,143.05,101.06,101513290,10169000000,4.8605075,
UAL,United Continental Holdings,NYSE,Industrials,63.37,8.85,0,7.05,83.04,56.51,19363059,5929000000,0.5020496,2.09
UNH,United Health Group Inc.,NYSE,Health_Care,216.46,21.47,1.33,10.71,250.79,156.49,218834811,17454000000,1.0903316,4.71
UPS,United Parcel Service,NYSE,Industrials,109.28,18.27,2.97,5.62,135.53,102.12,96436357,7919000000,1.4744618,64.7
URI,"United Rentals, Inc.",NYSE,Industrials,161.99,16.33,0,15.72,189,100.621,14654954,2760000000,2.1782618,4.53
UTX,United Technologies,NYSE,Industrials,127.48,19.26,2.12,5.7,139.24,107.05,105387272,10584000000,1.7324123,3.4
UHS,"Universal Health Services, Inc.",NYSE,Health_Care,114.87,15.36,0.34,7.14,129.74,95.26,11116075,1676204000,1.3158662,2.21
UNM,Unum Group,NYSE,Financials,47.87,11.51,1.82,4.38,58.73,43.55,11256432,0,0.9984924,1.19
VFC,V.F. Corp.,NYSE,Consumer_Discretionary,78.75,25.9,2.29,2.55,82.95,48.05,31797646,1624441000,3.7110944,7.89
VLO,Valero Energy,NYSE,Energy,86.77,18.74,3.56,9.24,99.95,60.69,39312309,5401000000,0.4211918,1.93
VAR,Varian Medical Systems,NYSE,Health_Care,112.82,29.93,0,2.69,130.29,77.73,10692682,500600000,3.9652252,7.32
VTR,Ventas Inc,NYSE,Real_Estate,50.92,12.21,5.97,1.86,72.36,51.8,18865999,1935931000,7.0740495,1.76
VZ,Verizon Communications,NYSE,Telecomm_Services,49.04,13.08,4.63,7.36,54.77,42.8,208092277,45745000000,1.6452544,7.96
V,Visa Inc.,NYSE,Information_Technology,113.86,32.72,0.7,2.8,126.88,84.88,270038723,13086000000,14.433654,9.4
VNO,Vornado Realty Trust,NYSE,Real_Estate,66.18,16.22,3.74,4.33,111.72,66.0101,12778780,0,7.1491003,3.63
VMC,Vulcan Materials,NYSE,Materials,121.47,40.9,0.78,3.1,141.2,108.95,16964162,970976000,5.7576876,3.54
WMT,Wal-Mart Stores,NYSE,Consumer_Staples,100.02,23.1,1.98,4.39,109.98,66.89,304680932,30721000000,0.82099426,3.89
WM,Waste Management Inc.,NYSE,Industrials,79.12,25.36,2.08,2.66,89.73,69.55,35488487,3896000000,3.2787669,6.73
WAT,Waters Corporation,NYSE,Health_Care,191.79,26.64,0,0.19,220.2,145.94,16064079,773932000,6.9824114,6.15
WEC,Wec Energy Group Inc,NYSE,Utilities,59.5,19.57,3.69,3.79,70.09,56.63,18890297,2736500000,2.4834197,2.1
WFC,Wells Fargo,NYSE,Financials,55.4,13.58,2.71,4.07,66.31,49.27,281463621,0,2.8728192,1.58
HCN,Welltower Inc.,NYSE,Real_Estate,54.67,12.74,6.15,2.81,78.17,55.29,20943679,1908253000,6.725218,1.49
WU,Western Union Co,NYSE,Information_Technology,18.81,10.17,3.59,0.51,22.21,18.39,8951609,694600000,2.22677,12.65
WY,Weyerhaeuser Corp.,NYSE,Real_Estate,33.6,34.29,3.71,0.77,37.89,30.9504,26070298,1365000000,3.6396794,2.9
WHR,Whirlpool Corp.,NYSE,Consumer_Discretionary,164.95,11.77,2.57,4.51,202.99,158.8,12177920,1842000000,0.58064795,2.57
WMB,Williams Cos.,NYSE,Energy,28.56,48.41,4,-0.57,33.67,26.8188,24802396,3955000000,4.2982845,3.01
WYN,Wyndham Worldwide,NYSE,Consumer_Discretionary,113.56,18.77,1.95,5.53,127.96,80.11,11993836,1232000000,2.7332082,18.91
XRX,Xerox Corp.,NYSE,Information_Technology,29.8,8.87,3.21,0.59,37.42,26.64,7938833,1191000000,0.7877656,1.49
XL,XL Capital,NYSE,Financials,41.26,-19.93,2.1,-2.24,47.27,33.77,10753424,0,0.84394187,0.97
XYL,Xylem Inc.,NYSE,Industrials,70.24,30.94,1.17,1.83,76.81,46.86,12915021,722000000,2.7262094,5.31
YUM,Yum! Brands Inc,NYSE,Consumer_Discretionary,76.3,27.25,1.8,4.07,86.93,62.85,27003303,2289000000,6.3136363,212.08
ZTS,Zoetis,NYSE,Health_Care,71.51,32.8,0.68,1.65,80.13,52,35991110,1734000000,9.280896,18.09
