"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,4436.11,3446.84,2027,"Afghanistan","South Asia","Low income"
"2","AGO",1,16743.01,12318.03,2027,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,95.82,58.48,2027,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,405.7,307.37,2027,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,5153.06,3406.4,2027,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,173.51,128.93,2027,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,872.35,481.82,2027,"Australia","East Asia & Pacific","High income"
"8","AUT",1,240.29,127.26,2027,"Austria","Europe & Central Asia","High income"
"9","AZE",1,518.06,351.25,2027,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,7532.55,6319.2,2027,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,470.13,217.83,2027,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,2021.58,1495.28,2027,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,4255.8,3546.05,2027,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,12301.83,8644.95,2027,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,477.67,265.57,2027,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,51.54,34.14,2027,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,42.39,31.13,2027,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,149.75,84.53,2027,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,552.34,256.66,2027,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,82.22,80.27,2027,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,3103.33,2395.32,2027,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,19378.26,11796.59,2027,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,28.13,19.17,2027,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,47.37,15.59,2027,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,70.37,47.26,2027,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,897.35,631.27,2027,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,1031.87,850.89,2027,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,1043.58,609.05,2027,"Canada","North America","High income"
"29","CHE",1,176.03,97.34,2027,"Switzerland","Europe & Central Asia","High income"
