"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,4527.27,3519.11,2029,"Afghanistan","South Asia","Low income"
"2","AGO",1,17568.45,12937.41,2029,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,94.64,57.78,2029,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,397.53,301.36,2029,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,5168.02,3419.15,2029,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,170.92,127.09,2029,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,895.17,495.05,2029,"Australia","East Asia & Pacific","High income"
"8","AUT",1,248.45,131.68,2029,"Austria","Europe & Central Asia","High income"
"9","AZE",1,507.14,344.02,2029,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,7878.08,6613.07,2029,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,462.6,214.59,2029,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,2111.4,1562.5,2029,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,4452.44,3711.86,2029,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,12233.89,8601.51,2029,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,466.03,259.42,2029,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,52.45,34.74,2029,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,43.75,32.12,2029,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,136.48,77.15,2029,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,527.41,245.27,2029,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,83,81.05,2029,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,3095.86,2393.87,2029,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,19422.48,11830.76,2029,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,28.14,19.18,2029,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,44.99,14.81,2029,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,72.19,48.51,2029,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,903.03,635.84,2029,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,1047.01,863.86,2029,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,1051.11,614.14,2029,"Canada","North America","High income"
"29","CHE",1,179.99,99.61,2029,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1467.78,1019.84,2029,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,70552.67,45093.57,2029,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,9529.8,7449.4,2029,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,9316.97,6955.28,2029,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,39348.63,31689.42,2029,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1667.07,1175.63,2029,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,5989.65,4156.04,2029,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,489.65,379.72,2029,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,82.42,74.06,2029,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,324.89,297.71,2029,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,36.31,46.96,2029,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,491.42,302.89,2029,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2715.64,1394.09,2029,"Germany","Europe & Central Asia","High income"
"43","DJI",1,129.04,103.66,2029,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,268.1,128.51,2029,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2156.51,1774.27,2029,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,4413.02,2903.22,2029,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3481.35,2471.78,2029,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,4616.63,3519.92,2029,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1030.95,521.65,2029,"Spain","Europe & Central Asia","High income"
"50","EST",1,116.18,41.36,2029,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,30119.27,24437.69,2029,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,118.31,53.06,2029,"Finland","Europe & Central Asia","High income"
"53","FJI",1,256.49,212.6,2029,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2647.99,1271.58,2029,"France","Europe & Central Asia","High income"
"55","FSM",1,29.69,23.31,2029,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,854.3,530.03,2029,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2708.55,1027.2,2029,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,272.71,182.11,2029,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,11058.32,8205.25,2029,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,7951.42,6428.72,2029,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1791.35,1624.59,2029,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,917.68,751.61,2029,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,449.27,295.49,2029,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,355.78,169.58,2029,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4434.15,3210.91,2029,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,190.51,121.52,2029,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1682.88,1155.24,2029,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,174.1,88.47,2029,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1794.78,1496.41,2029,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,647.65,279.5,2029,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,53247.12,38358,2029,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,205045.13,149020.11,2029,"India","South Asia","Lower middle income"
"73","IRL",1,282.46,123.89,2029,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,2606.42,2193.85,2029,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,1115.85,867.19,2029,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,11.82,7.47,2029,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,433.03,304.49,2029,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1367.48,527.18,2029,"Italy","Europe & Central Asia","High income"
"79","JAM",1,470.12,345.53,2029,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,344.88,278.09,2029,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,5570.1,2077.98,2029,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,2627.84,1387.42,2029,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,17579.24,12463.53,2029,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,1095.67,770.52,2029,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,2262.06,1631.98,2029,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,43.57,36.2,2029,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1528.22,844.97,2029,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,84.14,62.45,2029,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,850.04,588.44,2029,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,186.97,135.12,2029,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2623.78,2175.9,2029,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,510.49,400.88,2029,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,23.95,19.17,2029,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1657.7,1030.33,2029,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,918.12,684.75,2029,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,233.31,113.58,2029,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,21.94,11.89,2029,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,161.42,88.95,2029,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3768.18,2383.66,2029,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,248,154.25,2029,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,13936.56,10847.6,2029,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,82.34,56.34,2029,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13263.96,7654.01,2029,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,17.07,13.96,2029,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,70.47,47.21,2029,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,8662.67,7109.13,2029,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,9.03,6.95,2029,"Malta","Middle East & North Africa","High income"
"108","MMR",1,8787.83,6584.55,2029,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,72.12,44.85,2029,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,682.68,634.96,2029,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,17963.1,14913.7,2029,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,1471.01,1121.57,2029,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,95.3,67.73,2029,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,13857.87,11396.14,2029,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2873.06,2413.1,2029,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,1176.89,853.97,2029,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,3457.47,2977.48,2029,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,37064.84,28934.03,2029,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1437.35,981.71,2029,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,496.05,217.39,2029,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,281.82,112.29,2029,"Norway","Europe & Central Asia","High income"
"122","NPL",1,5972.02,4714.11,2029,"Nepal","South Asia","Lower middle income"
"123","NZL",1,162.92,104.58,2029,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,328.07,253.02,2029,"Oman","Middle East & North Africa","High income"
"125","PAK",1,12778.94,8929.08,2029,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,544.75,391.95,2029,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6959.05,5044.8,2029,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,15840.42,11494.35,2029,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2566.12,1982.03,2029,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2330.15,1456.39,2029,"Poland","Europe & Central Asia","High income"
"131","PRT",1,407.01,206.37,2029,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2155.49,1610.16,2029,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,626.89,480.52,2029,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,55.72,62.39,2029,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1754.33,1056.88,2029,"Romania","Europe & Central Asia","High income"
"136","RUS",1,9997.48,5280.24,2029,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,4835.75,3901.29,2029,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,1068.98,760.39,2029,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,4802.85,3760.43,2029,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,8641.86,6870.18,2029,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,235.74,176.25,2029,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,267.13,193.24,2029,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1655.81,1351.32,2029,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,861.92,671.12,2029,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,4761.06,4029.82,2029,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,637.53,372.55,2029,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,118.1,113.45,2029,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,106.57,75.33,2029,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,419.07,213.89,2029,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,60.05,40.66,2029,"Slovenia","Europe & Central Asia","High income"
