"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,3351.25,2593.51,2012,"Afghanistan","South Asia","Low income"
"2","AGO",1,9467.04,6893.58,2012,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,137.94,83.6,2012,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,248.17,186.9,2012,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,4741.92,3094.66,2012,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,132.45,97.46,2012,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,681.37,366.71,2012,"Australia","East Asia & Pacific","High income"
"8","AUT",1,228.7,119.24,2012,"Austria","Europe & Central Asia","High income"
"9","AZE",1,388.71,262.19,2012,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,4192.4,3494.88,2012,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,422.28,191.66,2012,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,1347.1,992.14,2012,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,2691.38,2230.59,2012,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,13273.95,9270.75,2012,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,431.3,234.9,2012,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,36.96,24.46,2012,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,51.71,38.04,2012,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,209.64,115.9,2012,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,391.77,179.91,2012,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,79.2,77.2,2012,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,2945.33,2227.2,2012,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,21974.08,13255.73,2012,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,34.01,23.13,2012,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,47.94,15.69,2012,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,81.17,54.21,2012,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,675.18,469.45,2012,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,809.43,663.95,2012,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,953.76,545.65,2012,"Canada","North America","High income"
"29","CHE",1,152.56,82.92,2012,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1554.89,1067.08,2012,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,68639.72,43447.37,2012,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,6219.2,4823.23,2012,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,5840.12,4322.05,2012,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,21267.15,17014.28,2012,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1004.17,697.31,2012,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6688.29,4582.37,2012,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,342.46,263.88,2012,"Comoros","Sub-Saharan Africa","Lower middle income"
