"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,3894.72,3018.41,2017,"Afghanistan","South Asia","Low income"
"2","AGO",1,11864.08,8670.7,2017,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,102.32,62.18,2017,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,300.14,226.53,2017,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,4861.34,3189.25,2017,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,142.51,105.27,2017,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,733.56,399.4,2017,"Australia","East Asia & Pacific","High income"
"8","AUT",1,227.19,119.27,2017,"Austria","Europe & Central Asia","High income"
"9","AZE",1,371.83,251.27,2017,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,5108.72,4268.48,2017,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,446.92,204.66,2017,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,1555.52,1147.24,2017,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,3221.56,2675.05,2017,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,13080.04,9156.79,2017,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,498.08,273.56,2017,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,41.65,27.58,2017,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,52.07,38.29,2017,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,168.01,93.65,2017,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,422.81,195.07,2017,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,79.78,77.81,2017,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,3045.43,2320.55,2017,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,20498.35,12410.95,2017,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,33.62,22.88,2017,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,45.05,14.77,2017,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,76.51,51.2,2017,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,749.36,523.35,2017,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,911.61,749.18,2017,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,961.78,554.92,2017,"Canada","North America","High income"
"29","CHE",1,154.66,84.74,2017,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1514.74,1044.63,2017,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,66622.75,42315.45,2017,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,6998.09,5440.52,2017,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,6934.37,5145.45,2017,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,26200.71,21004.91,2017,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1222.25,853.15,2017,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6458.38,4446.2,2017,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,384.1,296.54,2017,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,80.6,72.19,2017,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,323.21,292.09,2017,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,34.5,43.7,2017,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,442.82,269.87,2017,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2453.49,1243.82,2017,"Germany","Europe & Central Asia","High income"
"43","DJI",1,102.89,82.34,2017,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,284.45,133.93,2017,"Denmark","Europe & Central Asia","High income"
