"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,4574.86,3556.91,2030,"Afghanistan","South Asia","Low income"
"2","AGO",1,18008.88,13268.28,2030,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,93.96,57.38,2030,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,393.6,298.47,2030,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,5169.92,3421.85,2030,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,168.82,125.57,2030,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,902.18,499.25,2030,"Australia","East Asia & Pacific","High income"
"8","AUT",1,251.72,133.47,2030,"Austria","Europe & Central Asia","High income"
"9","AZE",1,498.14,338,2030,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,8046.28,6756.46,2030,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,459.15,213.11,2030,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,2157.4,1596.99,2030,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,4552.89,3796.7,2030,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,12207.99,8585.51,2030,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,460.26,256.37,2030,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,52.97,35.09,2030,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,44.37,32.57,2030,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,130.66,73.93,2030,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,514.21,239.22,2030,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,83.41,81.46,2030,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,3096.22,2396.3,2030,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,19393.98,11816.98,2030,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,28.18,19.22,2030,"Barbados","Latin America & Caribbean","High income"
