"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,3102.63,2399.46,2010,"Afghanistan","South Asia","Low income"
"2","AGO",1,8691.02,6318.21,2010,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,158.47,95.9,2010,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,246.54,185.48,2010,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,4689.91,3053,2010,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,138.29,101.57,2010,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,674.44,360.9,2010,"Australia","East Asia & Pacific","High income"
"8","AUT",1,232.64,120.88,2010,"Austria","Europe & Central Asia","High income"
"9","AZE",1,416.34,280.57,2010,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,3961.54,3298.99,2010,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,420.51,190.02,2010,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,1275.32,938.7,2010,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,2510.93,2079.17,2010,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,13234.55,9233.15,2010,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,430.15,233.34,2010,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,36.47,24.13,2010,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,50.99,37.53,2010,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,235.56,129.71,2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,403.8,185.03,2010,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,76.45,74.5,2010,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,2876.63,2167.98,2010,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,22363.95,13467.56,2010,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,33.63,22.86,2010,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,48.65,15.91,2010,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,83.36,55.63,2010,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,656.3,455.39,2010,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,771.47,632.3,2010,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,962.09,548.23,2010,"Canada","North America","High income"
"29","CHE",1,155.77,84.32,2010,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1608.65,1101.3,2010,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,71418.85,45131.55,2010,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,5881.67,4556.68,2010,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,5458.54,4035,2010,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,19639.16,15697.61,2010,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,931.54,645.4,2010,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6698.01,4578.36,2010,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,328.71,253.06,2010,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,84.53,75.54,2010,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,358.22,319.4,2010,"Costa Rica","Latin America & Caribbean","Upper middle income"
