"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,3471.95,2687.58,2013,"Afghanistan","South Asia","Low income"
"2","AGO",1,9890.12,7206.2,2013,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,128.98,78.2,2013,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,251.43,189.42,2013,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,4769.74,3115.61,2013,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,132.1,97.27,2013,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,683.86,368.76,2013,"Australia","East Asia & Pacific","High income"
"8","AUT",1,227.22,118.6,2013,"Austria","Europe & Central Asia","High income"
"9","AZE",1,378.08,255.1,2013,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,4329.86,3610.92,2013,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,424.32,192.87,2013,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,1385.24,1020.47,2013,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,2787.91,2311.32,2013,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,13292.44,9287.5,2013,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,438.29,239.04,2013,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,37.31,24.69,2013,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,51.77,38.09,2013,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,193.63,107.2,2013,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,391.23,179.81,2013,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,79.99,77.98,2013,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,2975.58,2253.25,2013,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,21707.79,13103.67,2013,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,34.13,23.21,2013,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,47.6,15.59,2013,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,80.12,53.53,2013,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,687.18,478.16,2013,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,830.1,681.15,2013,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,943.35,540.47,2013,"Canada","North America","High income"
"29","CHE",1,151.3,82.34,2013,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1529.76,1050.73,2013,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,67586.4,42805.08,2013,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,6386.49,4955.1,2013,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,6048.74,4478.49,2013,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,22166.35,17739.99,2013,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1041.18,723.64,2013,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6665.58,4570.67,2013,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,349.85,269.66,2013,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,81.56,72.96,2013,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,337.74,302.97,2013,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,34.91,43.69,2013,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,380.36,230.38,2013,"Czech Republic","Europe & Central Asia","High income"
