"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,4178.63,3240.81,2020,"Afghanistan","South Asia","Low income"
"2","AGO",1,13523.9,9903.25,2020,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,87.46,53.22,2020,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,346.2,261.57,2020,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,4914,3231.86,2020,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,159.67,118.16,2020,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,799.55,437.51,2020,"Australia","East Asia & Pacific","High income"
"8","AUT",1,228.48,120.31,2020,"Austria","Europe & Central Asia","High income"
"9","AZE",1,400.75,271.07,2020,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,5866.53,4907.53,2020,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,470.47,216.31,2020,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,1698.15,1253.42,2020,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,3575.26,2971.65,2020,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,12712.89,8910.4,2020,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,559.64,308.61,2020,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,45.8,30.33,2020,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,51.77,38.05,2020,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,186.17,104.19,2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,437.62,202.37,2020,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,77.03,75.15,2020,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,3058.43,2339.97,2020,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,19501.55,11828.68,2020,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,32.31,21.99,2020,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,42.15,13.84,2020,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,74.49,49.9,2020,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,797.28,558.09,2020,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,972.06,799.68,2020,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,1015.08,587.95,2020,"Canada","North America","High income"
"29","CHE",1,156.97,86.29,2020,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1558.46,1077.22,2020,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,68003.57,43265.46,2020,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,7427.5,5782.25,2020,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,7618.8,5661.63,2020,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,29605.39,23761.61,2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1374.67,962.21,2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6158.51,4249.71,2020,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,413.08,319.26,2020,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,80.41,72.08,2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,323.78,293.82,2020,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,35.5,45.26,2020,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,501.36,306.59,2020,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2454.27,1248.98,2020,"Germany","Europe & Central Asia","High income"
"43","DJI",1,100.27,80.31,2020,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,291.9,138.18,2020,"Denmark","Europe & Central Asia","High income"
