"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"1","AFG",1,4480.19,3481.78,2028,"Afghanistan","South Asia","Low income"
"2","AGO",1,17152.34,12624.99,2028,"Angola","Sub-Saharan Africa","Lower middle income"
"3","ALB",1,95.17,58.09,2028,"Albania","Europe & Central Asia","Upper middle income"
"4","ARE",1,402.21,304.82,2028,"United Arab Emirates","Middle East & North Africa","High income"
"5","ARG",1,5161.43,3413.35,2028,"Argentina","Latin America & Caribbean","Upper middle income"
"6","ARM",1,172.33,128.1,2028,"Armenia","Europe & Central Asia","Upper middle income"
"7","AUS",1,884.3,488.74,2028,"Australia","East Asia & Pacific","High income"
"8","AUT",1,244.37,129.47,2028,"Austria","Europe & Central Asia","High income"
"9","AZE",1,512.98,347.89,2028,"Azerbaijan","Europe & Central Asia","Upper middle income"
"10","BDI",1,7707.63,6468,2028,"Burundi","Sub-Saharan Africa","Low income"
"11","BEL",1,466.71,216.37,2028,"Belgium","Europe & Central Asia","High income"
"12","BEN",1,2066.02,1528.52,2028,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",1,4353.24,3628.16,2028,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1,12259.12,8617.06,2028,"Bangladesh","South Asia","Lower middle income"
"15","BGR",1,472.03,262.6,2028,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",1,51.89,34.37,2028,"Bahrain","Middle East & North Africa","High income"
"17","BHS",1,43.05,31.61,2028,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",1,143.3,80.95,2028,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",1,540.89,251.44,2028,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",1,82.66,80.71,2028,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",1,3099.98,2394.9,2028,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1,19394.22,11809.94,2028,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1,28.11,19.16,2028,"Barbados","Latin America & Caribbean","High income"
"24","BRN",1,46.21,15.21,2028,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",1,71.24,47.86,2028,"Bhutan","South Asia","Lower middle income"
"26","BWA",1,900.52,633.78,2028,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,1039.35,857.3,2028,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,1050,613.14,2028,"Canada","North America","High income"
"29","CHE",1,178.34,98.66,2028,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1502.08,1043.3,2028,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,70919.94,45311.68,2028,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,9276.43,7248.58,2028,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,9148.85,6826.81,2028,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,38339.12,30867.03,2028,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1647.08,1160.87,2028,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,5955.42,4130.65,2028,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,483.71,374.99,2028,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,82.82,74.4,2028,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,326.81,299.26,2028,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,36.6,47.29,2028,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,487.5,300.32,2028,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2660.64,1365.08,2028,"Germany","Europe & Central Asia","High income"
"43","DJI",1,129.72,104.18,2028,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,264.12,126.5,2028,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2149.13,1767.63,2028,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,4334.49,2851.06,2028,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3451.08,2449.44,2028,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,4612.69,3515.2,2028,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1056.87,534.58,2028,"Spain","Europe & Central Asia","High income"
"50","EST",1,118.94,42.32,2028,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,29546.42,23967.13,2028,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,122.12,54.74,2028,"Finland","Europe & Central Asia","High income"
"53","FJI",1,255.43,211.57,2028,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2691.88,1292.27,2028,"France","Europe & Central Asia","High income"
"55","FSM",1,29.31,22.99,2028,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,830.14,514.72,2028,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2751.98,1042.85,2028,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,277.64,185.35,2028,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,10904.14,8085.62,2028,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,7765.81,6275.89,2028,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1741.14,1578.23,2028,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,901.78,738.3,2028,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,437.71,287.9,2028,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,365.51,174.15,2028,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4390.44,3178.44,2028,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,190.26,121.3,2028,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1668.13,1145.04,2028,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,177.42,90.11,2028,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1787.48,1490.03,2028,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,639.09,275.63,2028,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,53750.47,38703.83,2028,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,204661.89,148678.52,2028,"India","South Asia","Lower middle income"
"73","IRL",1,292.41,128.18,2028,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,2536.31,2134.24,2028,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,1115.74,866.9,2028,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,12.2,7.7,2028,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,431,302.91,2028,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1409.34,543.07,2028,"Italy","Europe & Central Asia","High income"
"79","JAM",1,471.41,346.39,2028,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,358.75,289.17,2028,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,5743.35,2141.73,2028,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,2651.8,1399.62,2028,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,17606.11,12479.55,2028,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,1108.51,779.23,2028,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,2255.1,1626.15,2028,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,42.7,35.46,2028,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1601.97,885.35,2028,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,84.58,62.77,2028,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,842.53,582.92,2028,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,191.69,138.5,2028,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2580.38,2139.14,2028,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,518.94,407.33,2028,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,23.97,19.18,2028,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1666.45,1035.56,2028,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,900.44,671.16,2028,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,239.9,116.74,2028,"Lithuania","Europe & Central Asia","High income"
